Bin	Full.Model	Reduced.Model	Stein.Scott.Similarity	Stein.Scott.Similarity.Nist	DFT.Correlation	DWT.Correlation	Weighted.Cosine.Correlation	Inner.Product.Distance	Truth.Annotation
UDN_BG_A_P_VU-036515153_M_047 & 116	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 117	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 118	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 138	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 145	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 157	1	1	1	1	1	1	1	9	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 176	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-036515153_M_047 & 206	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 19	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 20	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 24	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 42	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 58	1	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 59	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 64	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 65	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 70	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 75	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 77	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 96	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 97	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 110	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 111	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 130	2	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 133	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 142	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 154	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-036619708_M_033 & 195	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 16	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 17	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 22	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 34	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 47	1	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 48	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 56	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 64	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 69	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 71	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 88	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 89	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 101	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 102	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 103	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 110	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 120	1	1	2	2	1	1	2	2	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 122	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 130	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 140	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 159	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038066957_M_038 & 187	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 16	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 21	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 37	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 54	1	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 55	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 63	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 69	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 74	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 76	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 95	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 97	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 110	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 111	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 138	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 152	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038391967_M_044 & 203	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 23	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 24	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 30	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 51	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 72	2	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 73	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 79	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 87	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 93	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 96	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 120	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 122	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 141	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 142	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 143	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 184	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 202	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 208	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 228	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_P_VU-038451480_M_035 & 250	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 23	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 62	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 71	1	1	1	1	2	2	2	3	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 76	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 77	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 82	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 93	1	1	1	1	1	1	1	4	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 95	1	1	1	1	1	1	1	6	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 113	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 114	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 134	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 135	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 147	1	1	8	1	1	2	1	12	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 151	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 156	1	1	1	1	1	1	1	10	True.Positive
Agile_RhodoTest_AminoacidCambridge_10 & 159	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 21	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 58	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 68	3	1	1	1	2	2	2	3	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 74	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 75	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 77	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 83	1	1	1	1	1	1	1	3	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 87	1	1	1	1	1	1	1	5	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 99	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 112	1	1	1	1	1	1	1	2	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 114	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 131	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 133	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 144	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 152	1	1	1	1	1	1	1	1	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 158	1	1	1	1	1	1	1	7	True.Positive
Agile_RhodoTest_AminoacidCambridge_30 & 159	1	1	1	1	1	1	1	2	True.Positive
11_NacetylDmannosamine__21Aug20_GC02 & 56	1	1	1	1	1	1	1	4	True.Positive
12_benzoic_acid__21Aug20_GC02 & 22	1	1	1	1	1	1	1	1	True.Positive
13_nicotinic_acid__21Aug20_GC02 & 29	1	1	1	1	1	1	1	1	True.Positive
14_uracil__21Aug20_GC02 & 33	1	1	1	1	1	1	1	1	True.Positive
15_tagatose__21Aug20_GC02 & 53	1	1	1	1	1	1	1	5	True.Positive
15_tagatose__21Aug20_GC02 & 55	1	1	1	1	1	1	1	6	True.Positive
16_oxalic_acid__21Aug20_GC02 & 13	1	1	1	1	1	1	1	1	True.Positive
17_hypotaurine__21Aug20_GC02 & 50	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 4	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 12	2	15	35	35	35	35	40	35	True.Positive
18_CombinedMet__21Aug20_GC02 & 14	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 20	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 30	2	2	2	1	1	1	2	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 34	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 36	1	1	1	1	1	1	1	7	True.Positive
18_CombinedMet__21Aug20_GC02 & 37	1	1	1	1	1	1	1	7	True.Positive
18_CombinedMet__21Aug20_GC02 & 43	3	1	3	3	4	4	5	3	True.Positive
18_CombinedMet__21Aug20_GC02 & 52	1	1	1	1	1	1	1	1	True.Positive
18_CombinedMet__21Aug20_GC02 & 53	1	1	1	1	1	1	1	4	True.Positive
18_CombinedMet__21Aug20_GC02 & 56	1	1	1	1	1	1	1	1	True.Positive
19_D_Arabitol__21Aug20_GC02 & 51	1	1	2	1	2	2	2	2	True.Positive
20_Dulcitol_Galactitol__21Aug20_GC02 & 50	1	1	1	1	1	1	1	6	True.Positive
21_isoErythritol__21Aug20_GC02 & 50	1	1	2	2	2	2	1	7	True.Positive
22_Glycerol__21Aug20_GC02 & 25	1	1	1	1	1	1	1	3	True.Positive
24_DMannitol__21Aug20_GC02 & 54	1	2	2	2	1	1	1	1	True.Positive
25_Ribitol_Adonitol__21Aug20_GC02 & 46	1	1	2	1	2	2	3	3	True.Positive
26_DSorbitol__21Aug20_GC02 & 52	1	1	1	1	2	2	2	6	True.Positive
27_Xylitol__21Aug20_GC02 & 66	1	1	2	2	1	1	2	5	True.Positive
28_CombinedSugar__21Aug20_GC02 & 16	1	1	1	1	1	1	1	3	True.Positive
28_CombinedSugar__21Aug20_GC02 & 27	1	1	2	2	1	2	1	7	True.Positive
28_CombinedSugar__21Aug20_GC02 & 30	1	1	2	2	1	1	1	5	True.Positive
28_CombinedSugar__21Aug20_GC02 & 31	1	1	1	1	2	2	2	2	True.Positive
28_CombinedSugar__21Aug20_GC02 & 32	1	1	2	1	2	2	2	3	True.Positive
28_CombinedSugar__21Aug20_GC02 & 41	1	1	2	2	1	1	1	5	True.Positive
28_CombinedSugar__21Aug20_GC02 & 44	2	1	1	1	2	2	2	6	True.Positive
28_CombinedSugar__21Aug20_GC02 & 45	1	1	1	1	1	1	1	6	True.Positive
2_Dgalactaric_Mucic_acid__21Aug20_GC02 & 57	1	1	1	1	2	2	1	1	True.Positive
4_phosphoenolpyruvic_acid__21Aug20_GC02 & 51	1	1	1	1	1	1	1	1	True.Positive
5_Lornithine_major__21Aug20_GC02 & 60	1	1	1	1	1	1	1	1	True.Positive
6_linoleic_acid__21Aug20_GC02 & 53	1	1	1	1	1	1	1	1	True.Positive
11-AA_L-Isoleucine_STD & 32	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 8	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 9	2	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 21	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 25	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 30	2	2	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 31	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 45	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD & 47	1	1	1	1	1	1	1	6	True.Positive
23-Combined_AA_STD & 51	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD & 59	1	3	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 67	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 72	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 77	1	1	1	1	1	1	1	13	True.Positive
23-Combined_AA_STD & 78	1	1	1	1	1	1	1	4	True.Positive
23-Combined_AA_STD & 80	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 82	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD & 85	1	1	1	1	3	3	3	11	True.Positive
23-Combined_AA_STD & 96	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 102	1	1	1	1	2	10	1	77	True.Positive
23-Combined_AA_STD & 106	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD & 109	1	1	1	1	1	1	1	15	True.Positive
23-Combined_AA_STD & 111	1	1	1	1	1	1	1	2	True.Positive
24-S_Sucrose_STD & 41	1	1	1	1	1	1	1	1	True.Positive
25-S_D-MaltoseMonohy_STD & 49	1	1	1	1	2	2	2	6	True.Positive
25-S_D-MaltoseMonohy_STD & 53	1	1	1	1	1	1	1	1	True.Positive
39-Combined_Disac_STD & 41	1	1	1	1	4	1	4	1	True.Positive
39-Combined_Disac_STD & 51	1	3	1	1	2	2	2	6	True.Positive
39-Combined_Disac_STD & 52	1	1	1	1	1	1	2	1	True.Positive
4-L-AsparticAcid_STD & 49	1	1	1	1	1	1	1	2	True.Positive
40-D--Arabinose_STD & 49	1	1	4	3	2	2	3	9	True.Positive
41-Fructose_STD & 57	3	2	5	3	2	2	3	5	True.Positive
41-Fructose_STD & 59	2	3	2	2	2	2	2	68	True.Positive
42-D-Galactose_STD & 48	1	5	1	1	1	1	1	18	True.Positive
42-D-Galactose_STD & 50	8	14	4	6	6	6	6	3	True.Positive
43-D-Glucose_STD & 52	1	1	1	1	3	5	3	27	True.Positive
43-D-Glucose_STD & 55	1	1	1	1	1	1	1	10	True.Positive
44-D-Mannose_STD & 50	1	1	2	1	2	2	2	19	True.Positive
44-D-Mannose_STD & 52	1	5	1	1	2	5	1	13	True.Positive
45-D--Ribose_STD & 46	1	1	1	1	1	2	1	6	True.Positive
46-D-Xylose_STD & 46	1	1	4	4	3	3	2	10	True.Positive
46-D-Xylose_STD & 47	3	1	7	7	6	6	6	7	True.Positive
47-Combined_Monosac_STD & 46	1	1	4	4	3	3	2	10	True.Positive
47-Combined_Monosac_STD & 47	1	1	7	7	4	4	5	4	True.Positive
47-Combined_Monosac_STD & 48	1	1	1	3	2	2	1	9	True.Positive
47-Combined_Monosac_STD & 49	5	1	1	1	4	6	1	9	True.Positive
47-Combined_Monosac_STD & 58	3	5	3	3	3	3	3	5	True.Positive
47-Combined_Monosac_STD & 59	1	2	2	1	2	2	2	71	True.Positive
47-Combined_Monosac_STD & 60	1	1	6	4	10	7	6	7	True.Positive
47-Combined_Monosac_STD & 63	3	7	3	2	4	5	3	9	True.Positive
47-Combined_Monosac_STD & 65	1	12	1	1	1	2	1	20	True.Positive
47-Combined_Monosac_STD & 69	10	6	3	4	1	6	6	1	True.Positive
48-Combined_Mono_Di_STD & 38	1	1	3	4	3	4	2	10	True.Positive
48-Combined_Mono_Di_STD & 39	1	1	7	6	4	6	6	9	True.Positive
48-Combined_Mono_Di_STD & 40	2	1	1	1	1	1	1	7	True.Positive
48-Combined_Mono_Di_STD & 41	1	1	1	1	6	6	1	9	True.Positive
48-Combined_Mono_Di_STD & 50	1	3	3	3	2	2	3	4	True.Positive
48-Combined_Mono_Di_STD & 52	2	3	2	2	2	3	2	70	True.Positive
48-Combined_Mono_Di_STD & 53	1	1	2	2	2	2	2	6	True.Positive
48-Combined_Mono_Di_STD & 55	3	1	2	2	5	5	3	10	True.Positive
48-Combined_Mono_Di_STD & 56	1	1	1	1	1	1	1	3	True.Positive
48-Combined_Mono_Di_STD & 59	7	9	6	7	6	6	6	3	True.Positive
48-Combined_Mono_Di_STD & 67	1	1	1	1	1	1	1	1	True.Positive
48-Combined_Mono_Di_STD & 78	1	2	2	1	2	1	3	5	True.Positive
48-Combined_Mono_Di_STD & 80	1	1	1	1	1	1	2	2	True.Positive
49-Combined_Mono_Di_AA_STD & 11	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD & 25	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD & 35	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD & 36	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD & 46	1	1	1	1	1	1	1	3	True.Positive
49-Combined_Mono_Di_AA_STD & 48	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD & 64	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD & 70	1	1	1	1	1	1	1	3	True.Positive
49-Combined_Mono_Di_AA_STD & 75	1	1	1	1	1	1	1	12	True.Positive
49-Combined_Mono_Di_AA_STD & 78	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD & 79	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD & 83	1	6	3	4	3	4	3	11	True.Positive
49-Combined_Mono_Di_AA_STD & 84	6	7	7	6	4	6	6	10	True.Positive
49-Combined_Mono_Di_AA_STD & 86	6	1	1	3	3	3	1	12	True.Positive
49-Combined_Mono_Di_AA_STD & 88	1	1	1	1	2	4	1	10	True.Positive
49-Combined_Mono_Di_AA_STD & 105	1	1	1	1	3	16	1	79	True.Positive
49-Combined_Mono_Di_AA_STD & 107	1	1	1	1	1	1	1	2	True.Positive
49-Combined_Mono_Di_AA_STD & 108	3	2	1	1	5	6	1	71	True.Positive
49-Combined_Mono_Di_AA_STD & 111	7	1	2	2	1	1	2	22	True.Positive
49-Combined_Mono_Di_AA_STD & 112	6	1	1	1	1	1	2	18	True.Positive
49-Combined_Mono_Di_AA_STD & 113	1	2	1	1	1	2	1	26	True.Positive
49-Combined_Mono_Di_AA_STD & 116	4	7	6	6	6	6	6	6	True.Positive
49-Combined_Mono_Di_AA_STD & 118	44	76	68	67	64	62	66	29	True.Positive
49-Combined_Mono_Di_AA_STD & 139	1	1	1	1	1	1	1	1	True.Positive
49-Combined_Mono_Di_AA_STD & 147	1	2	1	1	2	1	2	5	True.Positive
49-Combined_Mono_Di_AA_STD & 150	3	1	1	1	1	1	2	1	True.Positive
7-AA_L-Glutamine_STD & 47	1	1	1	1	1	1	1	1	True.Positive
11-AA_L-Isoleucine_STD2 & 29	1	1	1	1	1	1	1	2	True.Positive
12-AA_L-Leucine_STD2 & 28	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 6	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 8	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 22	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 28	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 30	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 32	2	1	1	2	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 45	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD2 & 47	1	1	1	1	1	1	1	6	True.Positive
23-Combined_AA_STD2 & 50	1	1	4	2	3	15	3	15	True.Positive
23-Combined_AA_STD2 & 65	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 67	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD2 & 69	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA_STD2 & 78	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 80	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA_STD2 & 103	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA_STD2 & 106	1	1	1	1	1	1	1	15	True.Positive
23-Combined_AA_STD2 & 107	1	1	1	1	1	1	1	2	True.Positive
24-S_Sucrose_STD2 & 47	1	1	1	1	1	1	1	1	True.Positive
25-S_D-MaltoseMonohy_STD2 & 65	1	1	1	1	2	2	2	6	True.Positive
25-S_D-MaltoseMonohy_STD2 & 68	1	1	1	1	1	1	1	1	True.Positive
39-Combined_Disac_STD2 & 52	1	1	1	1	1	1	1	1	True.Positive
39-Combined_Disac_STD2 & 61	1	8	2	1	2	2	3	5	True.Positive
39-Combined_Disac_STD2 & 63	3	1	1	1	1	1	2	1	True.Positive
4-L-AsparticAcid_STD2 & 47	1	1	1	1	1	1	1	3	True.Positive
4-L-AsparticAcid_STD2 & 57	1	1	1	1	1	1	1	2	True.Positive
40-D--Arabinose_STD2 & 56	1	1	1	2	2	1	2	6	True.Positive
41-Fructose_STD2 & 56	1	1	1	1	3	3	1	31	True.Positive
41-Fructose_STD2 & 58	1	1	2	2	1	1	2	6	True.Positive
42-D-Galactose_STD2 & 56	1	1	2	1	3	3	3	15	True.Positive
42-D-Galactose_STD2 & 57	9	1	4	6	6	6	6	3	True.Positive
43-D-Glucose_STD2 & 54	2	2	76	77	77	71	76	46	True.Positive
43-D-Glucose_STD2 & 56	1	1	1	1	1	1	1	10	True.Positive
44-D-Mannose_STD2 & 50	1	1	2	2	2	2	2	18	True.Positive
44-D-Mannose_STD2 & 52	1	1	3	3	2	2	3	14	True.Positive
45-D--Ribose_STD2 & 44	3	1	1	1	1	1	1	4	True.Positive
46-D-Xylose_STD2 & 52	1	1	4	4	3	3	2	10	True.Positive
46-D-Xylose_STD2 & 54	1	8	6	6	5	5	5	7	True.Positive
47-Combined_Monosac_STD2 & 53	1	1	3	3	4	4	2	10	True.Positive
47-Combined_Monosac_STD2 & 54	4	2	7	6	4	5	5	4	True.Positive
47-Combined_Monosac_STD2 & 55	1	1	1	2	1	1	1	7	True.Positive
47-Combined_Monosac_STD2 & 57	1	1	1	1	3	3	1	8	True.Positive
47-Combined_Monosac_STD2 & 62	5	4	1	1	16	27	6	64	True.Positive
47-Combined_Monosac_STD2 & 64	1	1	1	1	1	1	1	6	True.Positive
47-Combined_Monosac_STD2 & 65	1	2	4	2	6	6	7	24	True.Positive
47-Combined_Monosac_STD2 & 68	3	6	3	2	5	4	3	8	True.Positive
47-Combined_Monosac_STD2 & 70	1	2	1	1	1	1	1	3	True.Positive
47-Combined_Monosac_STD2 & 73	1	3	37	31	41	38	38	9	True.Positive
48-Combined_Mono_Di_STD2 & 43	1	1	4	4	3	4	2	10	True.Positive
48-Combined_Mono_Di_STD2 & 44	1	3	7	7	4	4	5	4	True.Positive
48-Combined_Mono_Di_STD2 & 46	1	1	1	1	3	4	1	8	True.Positive
48-Combined_Mono_Di_STD2 & 48	1	2	5	2	6	5	12	13	True.Positive
48-Combined_Mono_Di_STD2 & 55	2	2	1	1	4	5	1	53	True.Positive
48-Combined_Mono_Di_STD2 & 57	1	1	1	11	18	11	16	42	True.Positive
48-Combined_Mono_Di_STD2 & 59	1	3	2	2	2	2	1	6	True.Positive
48-Combined_Mono_Di_STD2 & 61	1	2	5	1	4	5	3	6	True.Positive
48-Combined_Mono_Di_STD2 & 64	1	9	1	1	2	2	2	21	True.Positive
48-Combined_Mono_Di_STD2 & 68	8	7	6	6	6	6	6	3	True.Positive
48-Combined_Mono_Di_STD2 & 84	1	1	1	1	1	1	1	1	True.Positive
48-Combined_Mono_Di_STD2 & 95	1	1	1	1	2	2	2	5	True.Positive
